"","y","black","female","v.prev.full","age","edu","state","region.full"
"1112",1,0,1,0.510999977588654,4,3,33,1
"1113",1,0,0,0.569666624069214,1,2,10,3
"1114",1,0,1,0.521000027656555,3,3,50,2
"1115",1,0,0,0.483666658401489,3,1,49,1
"1116",1,0,0,0.608666658401489,1,1,37,3
"1117",0,0,0,0.510999977588654,4,2,33,1
"1118",0,0,1,0.521333336830139,3,2,39,1
"1119",0,1,1,0.566999971866608,4,1,47,3
"1120",1,0,1,0.510999977588654,4,2,33,1
"1121",0,0,0,0.510999977588654,4,2,33,1
"1122",0,0,1,0.561333358287811,2,1,44,3
"1123",0,0,1,0.562000036239624,2,3,5,4
"1124",0,0,1,0.549333333969116,3,1,36,2
"1125",1,0,0,0.521333336830139,2,4,39,1
"1126",0,0,1,0.561333358287811,2,4,44,3
"1127",1,0,0,0.471333354711533,4,3,24,2
"1128",1,0,1,0.569666624069214,3,4,10,3
"1129",1,0,1,0.525333285331726,4,3,41,3
"1130",1,0,1,0.510999977588654,1,2,33,1
"1131",1,0,1,0.510999977588654,1,2,33,1
"1132",0,0,1,0.493999987840652,2,3,21,1
"1133",1,0,1,0.510999977588654,2,2,33,1
"1134",1,0,0,0.521000027656555,2,3,50,2
"1135",1,0,1,0.549333333969116,3,2,36,2
"1136",1,0,0,0.510999977588654,4,4,33,1
"1137",1,0,1,0.522666692733765,1,1,16,2
"1138",1,0,1,0.521333336830139,2,1,39,1
"1139",1,0,0,0.566999971866608,2,4,47,3
"1140",0,0,1,0.561333358287811,3,4,44,3
"1141",1,0,0,0.477999985218048,1,4,22,1
"1142",0,0,0,0.529333353042603,2,2,26,2
"1143",0,0,1,0.477999985218048,2,4,22,1
"1144",0,0,1,0.569666624069214,4,2,10,3
"1145",0,0,1,0.483666658401489,3,2,49,1
"1146",0,0,1,0.521000027656555,2,4,50,2
"1147",0,0,0,0.632333338260651,2,4,35,2
"1148",1,0,0,0.477999985218048,2,2,22,1
"1149",1,0,1,0.451333343982697,4,2,11,3
"1150",1,0,0,0.549333333969116,2,2,36,2
"1151",1,0,1,0.563333332538605,3,2,31,1
"1152",1,0,1,0.517333328723907,1,3,1,3
"1153",1,0,1,0.549333333969116,1,2,36,2
"1154",0,0,1,0.549333333969116,4,1,36,2
"1155",0,1,1,0.471333354711533,1,1,24,2
"1156",0,0,1,0.521000027656555,1,2,50,2
"1157",0,1,1,0.563333332538605,1,2,31,1
"1158",0,0,1,0.569666624069214,1,1,10,3
"1159",0,1,1,0.563333332538605,3,2,31,1
"1160",1,0,1,0.533666670322418,4,4,14,2
"1161",1,0,1,0.554666697978973,3,2,23,2
"1162",1,0,1,0.677333354949951,2,4,28,2
"1163",0,0,1,0.477999985218048,2,4,22,1
"1164",1,0,1,0.477999985218048,3,3,22,1
"1165",0,0,1,0.554666697978973,2,3,23,2
"1166",1,0,0,0.554666697978973,1,2,23,2
"1167",0,0,1,0.533666670322418,4,4,14,2
"1168",0,0,0,0.677333354949951,2,4,28,2
"1169",0,0,1,0.561333358287811,1,2,44,3
"1170",1,0,1,0.564000010490417,3,2,7,1
"1171",0,0,1,0.510999977588654,2,2,33,1
"1172",1,0,1,0.608666658401489,1,2,37,3
"1173",1,0,1,0.586333334445953,1,3,15,2
"1174",0,0,1,0.549333333969116,4,1,36,2
"1175",1,0,1,0.537999987602234,3,2,19,3
"1176",1,0,1,0.522666692733765,1,4,16,2
"1177",1,0,0,0.510999977588654,2,1,33,1
"1178",0,0,1,0.562000036239624,3,3,5,4
"1179",1,0,0,0.562000036239624,4,3,5,4
"1180",1,0,1,0.552333295345306,1,2,48,4
"1181",1,0,0,0.549333333969116,3,1,36,2
"1182",1,0,0,0.562000036239624,4,1,5,4
"1183",1,1,1,0.525333285331726,3,2,41,3
"1184",1,0,1,0.554666697978973,4,2,23,2
"1185",1,0,1,0.726999998092651,3,2,45,4
"1186",0,0,0,0.561333358287811,2,2,44,3
"1187",1,0,0,0.549333333969116,3,4,36,2
"1188",1,0,1,0.646333336830139,4,2,3,4
"1189",1,0,1,0.562000036239624,2,3,5,4
"1190",1,0,1,0.562000036239624,3,2,5,4
"1191",1,0,1,0.646333336830139,4,3,3,4
"1192",0,0,0,0.571333348751068,2,4,32,4
"1193",0,1,0,0.533666670322418,1,4,14,2
"1194",1,0,1,0.517333328723907,1,4,1,3
"1195",1,0,1,0.726999998092651,2,4,45,4
"1196",1,0,0,0.521000027656555,4,3,50,2
"1197",1,0,0,0.529333353042603,1,2,26,2
"1198",1,0,1,0.566999971866608,4,3,47,3
"1199",0,1,1,0.152999997138977,2,3,9,5
"1200",0,0,1,0.562000036239624,1,2,5,4
"1201",0,0,0,0.510999977588654,1,4,33,1
"1202",0,0,1,0.561333358287811,2,2,44,3
"1203",0,0,0,0.646333336830139,1,2,3,4
"1204",0,0,1,0.554666697978973,3,3,23,2
"1205",1,0,1,0.677333354949951,1,3,28,2
"1206",0,1,1,0.529333353042603,3,2,26,2
"1207",0,0,1,0.646333336830139,3,4,3,4
"1208",0,0,0,0.562000036239624,2,4,5,4
"1209",1,0,0,0.566999971866608,2,3,47,3
"1210",1,0,1,0.471333354711533,2,2,24,2
"1211",1,0,1,0.554666697978973,1,1,23,2
"1212",1,0,1,0.562000036239624,2,4,5,4
"1213",1,0,1,0.562000036239624,1,4,5,4
"1214",1,0,1,0.522666692733765,3,3,16,2
"1215",1,0,1,0.552333295345306,4,4,48,4
"1216",1,0,0,0.549333333969116,2,4,36,2
"1217",1,0,1,0.521333336830139,2,4,39,1
"1218",0,0,0,0.552333295345306,2,2,48,4
"1219",0,0,1,0.569666624069214,1,4,10,3
"1220",1,0,0,0.510999977588654,3,1,33,1
"1221",0,0,1,0.569666624069214,4,3,10,3
"1222",1,0,1,0.569666624069214,1,2,10,3
"1223",1,0,1,0.554666697978973,1,2,23,2
"1224",1,0,1,0.517333328723907,2,2,1,3
"1225",1,0,0,0.596000015735626,2,3,27,4
"1226",0,0,0,0.586333334445953,3,2,15,2
"1227",1,0,0,0.554666697978973,3,2,23,2
"1228",0,1,1,0.549333333969116,1,4,36,2
"1229",1,0,1,0.586333334445953,2,2,15,2
"1230",0,0,0,0.61300003528595,2,4,6,4
"1231",0,0,0,0.562000036239624,1,1,5,4
"1232",0,0,0,0.521333336830139,4,1,39,1
"1233",1,0,1,0.510999977588654,3,2,33,1
"1234",1,0,0,0.726999998092651,1,4,45,4
"1235",1,0,0,0.562000036239624,2,4,5,4
"1236",1,0,0,0.562000036239624,2,2,5,4
"1237",1,0,0,0.61300003528595,1,2,6,4
"1238",0,0,1,0.533666670322418,3,3,14,2
"1239",0,0,0,0.521000027656555,2,2,50,2
"1240",0,0,0,0.549333333969116,2,3,36,2
"1241",0,0,1,0.562000036239624,3,2,5,4
"1242",1,0,1,0.510999977588654,1,4,33,1
"1243",1,0,1,0.540333330631256,3,4,25,3
"1244",1,0,0,0.562000036239624,1,4,5,4
"1245",0,0,1,0.61300003528595,3,2,6,4
"1246",1,0,0,0.528333365917206,3,2,8,1
"1247",1,0,1,0.506333351135254,3,3,43,3
"1248",0,0,0,0.563333332538605,1,2,31,1
"1249",0,0,0,0.477999985218048,2,4,22,1
"1250",1,0,1,0.510999977588654,3,3,33,1
"1251",0,0,0,0.471333354711533,2,3,24,2
"1252",0,1,1,0.493999987840652,2,4,21,1
"1253",0,0,0,0.562000036239624,4,4,5,4
"1254",0,0,1,0.525333285331726,4,1,41,3
"1255",0,0,0,0.552333295345306,2,2,48,4
"1256",1,0,0,0.569666624069214,3,4,10,3
"1257",0,0,1,0.562000036239624,2,3,5,4
"1258",1,0,0,0.483666658401489,2,2,49,1
"1259",1,0,1,0.562000036239624,1,3,5,4
"1260",1,0,1,0.561333358287811,3,1,44,3
"1261",1,1,1,0.562000036239624,1,2,5,4
"1262",1,0,1,0.561333358287811,1,3,44,3
"1263",1,0,1,0.451333343982697,1,4,11,3
"1264",1,0,1,0.521333336830139,4,2,39,1
"1265",0,0,0,0.510999977588654,1,3,33,1
"1266",0,0,1,0.586333334445953,1,1,15,2
"1267",0,0,1,0.471333354711533,1,3,24,2
"1268",1,0,0,0.471333354711533,2,4,24,2
"1269",1,0,0,0.544666647911072,1,2,20,1
"1270",0,0,1,0.561333358287811,3,4,44,3
"1271",0,0,0,0.510999977588654,4,1,33,1
"1272",0,0,1,0.571333348751068,2,1,32,4
"1273",1,0,0,0.562000036239624,1,1,5,4
"1274",1,0,0,0.510999977588654,1,2,33,1
"1275",1,0,0,0.561333358287811,2,4,44,3
"1276",0,0,1,0.554666697978973,3,2,23,2
"1277",0,0,1,0.510999977588654,2,4,33,1
"1278",1,0,1,0.539333343505859,4,4,38,4
"1279",1,0,0,0.562000036239624,3,4,5,4
"1280",0,0,1,0.614666640758514,2,2,17,2
"1281",1,0,1,0.537999987602234,2,2,19,3
"1282",1,0,1,0.524999976158142,2,1,34,3
"1283",1,0,0,0.522666692733765,4,2,16,2
"1284",0,0,1,0.517333328723907,3,4,1,3
"1285",0,0,1,0.608666658401489,2,2,37,3
"1286",0,0,1,0.521333336830139,1,3,39,1
"1287",1,0,0,0.563333332538605,3,4,31,1
"1288",0,0,0,0.522666692733765,3,3,16,2
"1289",0,0,1,0.549333333969116,2,1,36,2
"1290",1,0,0,0.521333336830139,2,4,39,1
"1291",0,1,1,0.537999987602234,2,2,19,3
"1292",0,0,0,0.524333357810974,1,2,18,3
"1293",1,0,1,0.525333285331726,4,4,41,3
"1294",0,0,0,0.521333336830139,1,4,39,1
"1295",0,0,1,0.554666697978973,2,2,23,2
"1296",0,0,1,0.564000010490417,2,4,7,1
"1297",0,0,1,0.552333295345306,1,2,48,4
"1298",1,0,0,0.524999976158142,2,3,34,3
"1299",0,0,1,0.510999977588654,3,4,33,1
"1300",1,0,0,0.488333344459534,2,2,4,3
"1301",1,0,1,0.564000010490417,1,4,7,1
"1302",1,0,0,0.510999977588654,2,4,33,1
"1303",1,0,1,0.533666670322418,2,2,14,2
"1304",0,0,1,0.569666624069214,2,3,10,3
"1305",1,0,1,0.561333358287811,4,4,44,3
"1306",1,0,1,0.552333295345306,4,3,48,4
"1307",0,0,0,0.533666670322418,3,4,14,2
"1308",1,0,1,0.562000036239624,2,4,5,4
"1309",0,0,1,0.691666662693024,2,2,13,4
"1310",1,0,0,0.506333351135254,3,4,43,3
"1311",1,0,0,0.521333336830139,4,2,39,1
"1312",0,0,1,0.571333348751068,3,2,32,4
"1313",1,0,1,0.566999971866608,1,3,47,3
"1314",1,0,0,0.549333333969116,2,2,36,2
"1315",0,0,0,0.510999977588654,1,4,33,1
"1316",1,0,1,0.638999998569489,2,2,30,1
"1317",1,0,0,0.524333357810974,1,3,18,3
"1318",1,0,0,0.510999977588654,1,2,33,1
"1319",1,0,0,0.529333353042603,3,3,26,2
"1320",1,0,1,0.562000036239624,1,2,5,4
"1321",0,1,1,0.562000036239624,2,4,5,4
"1322",0,0,1,0.477999985218048,4,3,22,1
"1323",0,0,1,0.544666647911072,1,4,20,1
"1324",1,0,0,0.554666697978973,2,4,23,2
"1325",0,0,0,0.533666670322418,2,3,14,2
"1326",1,0,1,0.533666670322418,2,2,14,2
"1327",0,0,0,0.566999971866608,1,4,47,3
"1328",0,0,1,0.549333333969116,1,2,36,2
"1329",1,0,1,0.549333333969116,2,3,36,2
"1330",1,0,1,0.540333330631256,2,4,25,3
"1331",1,0,0,0.561333358287811,4,1,44,3
"1332",0,0,1,0.533666670322418,4,2,14,2
"1333",0,0,1,0.521333336830139,1,2,39,1
"1334",0,0,1,0.510999977588654,1,4,33,1
"1335",0,0,1,0.539333343505859,2,2,38,4
"1336",0,0,1,0.522666692733765,3,1,16,2
"1337",0,0,0,0.552333295345306,3,3,48,4
"1338",1,0,1,0.521000027656555,1,2,50,2
"1339",1,0,1,0.521333336830139,3,2,39,1
"1340",0,0,1,0.510999977588654,2,2,33,1
"1341",0,0,1,0.521000027656555,2,2,50,2
"1342",1,0,0,0.524999976158142,3,2,34,3
"1343",1,0,1,0.554666697978973,2,3,23,2
"1344",1,0,0,0.529333353042603,1,2,26,2
"1345",0,0,1,0.61300003528595,1,4,6,4
"1346",1,0,0,0.586333334445953,1,3,15,2
"1347",0,0,0,0.533666670322418,3,4,14,2
"1348",0,0,1,0.563333332538605,2,4,31,1
"1349",0,0,1,0.569666624069214,3,3,10,3
"1350",1,0,1,0.451333343982697,3,2,11,3
"1351",0,0,1,0.549333333969116,2,3,36,2
"1352",0,0,1,0.510999977588654,4,4,33,1
"1353",0,0,1,0.529333353042603,3,2,26,2
"1354",0,1,0,0.549333333969116,4,1,36,2
"1355",1,0,1,0.562000036239624,2,3,5,4
"1356",1,0,1,0.569666624069214,2,2,10,3
"1357",1,0,1,0.646333336830139,3,4,3,4
"1358",0,0,1,0.598666667938232,2,2,42,2
"1359",0,1,0,0.569666624069214,3,2,10,3
"1360",1,0,1,0.586333334445953,2,4,15,2
"1361",1,0,0,0.525333285331726,3,4,41,3
"1362",1,0,1,0.677333354949951,4,2,28,2
"1363",0,0,0,0.477999985218048,2,4,22,1
"1364",1,0,0,0.646333336830139,3,2,3,4
"1365",1,0,1,0.549333333969116,3,4,36,2
"1366",1,0,1,0.493999987840652,1,2,21,1
"1367",1,0,0,0.506333351135254,3,2,43,3
"1368",1,0,1,0.521333336830139,2,2,39,1
"1369",0,0,1,0.528333365917206,3,3,8,1
"1370",1,0,1,0.562000036239624,2,2,5,4
"1371",0,0,1,0.522666692733765,1,2,16,2
"1372",0,0,0,0.471333354711533,3,2,24,2
"1373",0,0,1,0.524999976158142,1,3,34,3
"1374",0,0,1,0.549333333969116,1,2,36,2
"1375",0,0,1,0.569666624069214,4,2,10,3
"1376",0,0,1,0.471333354711533,2,4,24,2
"1377",1,0,1,0.552333295345306,1,4,48,4
"1378",0,0,1,0.562000036239624,2,4,5,4
"1379",0,0,1,0.471333354711533,1,2,24,2
"1380",0,0,1,0.61300003528595,1,2,6,4
"1381",1,0,1,0.510999977588654,2,1,33,1
"1382",0,0,0,0.569666624069214,2,4,10,3
"1383",1,0,0,0.646333336830139,4,4,3,4
"1384",0,0,0,0.562000036239624,2,4,5,4
"1385",1,0,0,0.632333338260651,2,3,35,2
"1386",1,0,1,0.586333334445953,3,4,15,2
"1387",1,0,0,0.562000036239624,1,4,5,4
"1388",1,0,1,0.562000036239624,2,1,5,4
"1389",0,0,1,0.596000015735626,2,2,27,4
"1390",1,0,0,0.483666658401489,1,2,49,1
"1391",1,0,0,0.529333353042603,2,4,26,2
"1392",1,0,1,0.562000036239624,1,4,5,4
"1393",1,0,0,0.552333295345306,2,3,48,4
"1394",0,0,0,0.677333354949951,4,2,28,2
"1395",1,0,1,0.562000036239624,2,3,5,4
"1396",1,0,1,0.562000036239624,2,4,5,4
"1397",1,0,0,0.614666640758514,1,3,17,2
"1398",1,0,0,0.552333295345306,1,3,48,4
"1399",0,0,1,0.533666670322418,3,2,14,2
"1400",1,0,0,0.552333295345306,2,2,48,4
"1401",0,0,0,0.510999977588654,2,4,33,1
"1402",0,0,1,0.677333354949951,2,4,28,2
"1403",0,0,0,0.562000036239624,1,2,5,4
"1404",1,0,1,0.562000036239624,3,2,5,4
"1405",1,0,1,0.552333295345306,2,3,48,4
"1406",0,0,1,0.562000036239624,1,2,5,4
"1407",0,0,1,0.562000036239624,1,3,5,4
"1408",0,0,0,0.598666667938232,2,2,42,2
"1409",0,0,0,0.562000036239624,4,1,5,4
"1410",0,0,1,0.562000036239624,4,1,5,4
"1411",0,0,0,0.552333295345306,1,3,48,4
"1412",0,0,0,0.521000027656555,1,2,50,2
"1413",0,0,0,0.562000036239624,3,3,5,4
"1414",0,0,0,0.562000036239624,2,4,5,4
"1415",0,0,1,0.571333348751068,2,4,32,4
"1416",1,0,0,0.562000036239624,2,4,5,4
"1417",0,0,1,0.552333295345306,3,2,48,4
"1418",0,1,0,0.562000036239624,2,2,5,4
"1419",1,0,1,0.571333348751068,3,4,32,4
"1420",1,0,0,0.646333336830139,1,4,3,4
"1421",1,0,1,0.571333348751068,3,4,32,4
"1422",0,0,0,0.451333343982697,1,3,11,3
"1423",0,1,0,0.517333328723907,2,2,1,3
"1424",0,1,1,0.561333358287811,3,2,44,3
"1425",1,0,0,0.517333328723907,3,3,1,3
"1426",1,1,1,0.586333334445953,1,2,15,2
"1427",1,0,1,0.586333334445953,1,3,15,2
"1428",1,0,1,0.524999976158142,4,1,34,3
"1429",0,0,1,0.552333295345306,4,2,48,4
"1430",0,0,0,0.521333336830139,2,4,39,1
"1431",0,0,1,0.614666640758514,1,2,17,2
"1432",1,0,1,0.549333333969116,2,3,36,2
"1433",1,0,1,0.533666670322418,3,1,14,2
"1434",1,0,1,0.586333334445953,4,2,15,2
"1435",1,0,1,0.561333358287811,2,1,44,3
"1436",0,0,0,0.569666624069214,3,4,10,3
"1437",0,0,1,0.562000036239624,3,2,5,4
"1438",1,0,1,0.563333332538605,4,1,31,1
"1439",1,0,1,0.549333333969116,1,4,36,2
"1440",0,1,0,0.533666670322418,3,2,14,2
"1441",0,0,1,0.510999977588654,1,3,33,1
"1442",0,1,1,0.537999987602234,2,3,19,3
"1443",0,0,0,0.549333333969116,2,2,36,2
"1444",0,0,1,0.569666624069214,2,4,10,3
"1445",0,0,1,0.564000010490417,2,4,7,1
"1446",0,1,0,0.506333351135254,1,2,43,3
"1447",0,0,0,0.561333358287811,3,1,44,3
"1448",0,0,1,0.571333348751068,2,2,32,4
"1449",0,0,0,0.561333358287811,3,2,44,3
"1450",0,1,1,0.561333358287811,1,4,44,3
"1451",0,0,1,0.451333343982697,2,2,11,3
"1452",0,0,1,0.562000036239624,2,2,5,4
"1453",0,0,0,0.569666624069214,4,4,10,3
"1454",0,0,0,0.562000036239624,2,2,5,4
"1455",0,0,0,0.562000036239624,2,2,5,4
"1456",0,0,1,0.562000036239624,1,2,5,4
"1457",0,0,0,0.554666697978973,1,3,23,2
"1458",0,0,0,0.493999987840652,2,1,21,1
"1459",0,1,1,0.554666697978973,1,2,23,2
"1460",0,0,1,0.562000036239624,1,1,5,4
"1461",0,0,0,0.533666670322418,4,1,14,2
"1462",0,0,0,0.524999976158142,3,1,34,3
"1463",0,0,1,0.563333332538605,1,2,31,1
"1464",0,0,1,0.563333332538605,2,2,31,1
"1465",0,0,1,0.562000036239624,2,1,5,4
"1466",0,0,1,0.614666640758514,1,4,17,2
"1467",0,0,1,0.562000036239624,1,1,5,4
"1468",0,0,0,0.521333336830139,3,4,39,1
"1469",0,0,0,0.569666624069214,2,4,10,3
"1470",1,0,1,0.517333328723907,2,3,1,3
"1471",0,0,0,0.477999985218048,4,2,22,1
"1472",0,0,1,0.510999977588654,4,1,33,1
"1473",0,0,1,0.677333354949951,4,1,28,2
"1474",1,0,1,0.521333336830139,3,2,39,1
"1475",1,0,1,0.564000010490417,4,4,7,1
"1476",1,1,1,0.517333328723907,1,2,1,3
"1477",1,0,1,0.506333351135254,2,2,43,3
"1478",1,0,0,0.549333333969116,3,4,36,2
"1479",1,0,0,0.632333338260651,2,3,35,2
"1480",1,0,0,0.646333336830139,2,3,3,4
"1481",0,0,1,0.569666624069214,2,3,10,3
"1482",1,0,0,0.552333295345306,3,4,48,4
"1483",1,0,0,0.510999977588654,3,4,33,1
"1484",1,0,1,0.552333295345306,1,2,48,4
"1485",1,0,1,0.533666670322418,2,3,14,2
"1486",1,0,0,0.586333334445953,4,1,15,2
"1487",1,0,0,0.561333358287811,2,2,44,3
"1488",1,0,0,0.521333336830139,1,4,39,1
"1489",1,0,0,0.586333334445953,3,4,15,2
"1490",0,0,1,0.561333358287811,2,4,44,3
"1491",0,1,1,0.537999987602234,3,3,19,3
"1492",0,1,1,0.510999977588654,1,2,33,1
"1493",0,0,1,0.562000036239624,2,2,5,4
"1494",0,0,0,0.561333358287811,2,3,44,3
"1495",1,0,1,0.561333358287811,2,4,44,3
"1496",1,0,0,0.554666697978973,2,4,23,2
"1497",1,0,0,0.562000036239624,3,4,5,4
"1498",0,0,0,0.562000036239624,2,3,5,4
"1499",0,0,1,0.540333330631256,4,1,25,3
"1500",0,0,0,0.510999977588654,3,2,33,1
"1501",0,0,0,0.562000036239624,1,2,5,4
"1502",1,0,1,0.561333358287811,3,1,44,3
"1503",1,0,1,0.540333330631256,3,2,25,3
"1504",1,0,1,0.569666624069214,4,3,10,3
"1505",1,0,0,0.540333330631256,3,1,25,3
"1506",1,0,0,0.561333358287811,3,4,44,3
"1507",1,0,1,0.539333343505859,4,1,38,4
"1508",1,0,0,0.521000027656555,4,3,50,2
"1509",1,0,0,0.562000036239624,2,2,5,4
"1510",1,0,0,0.549333333969116,3,1,36,2
"1511",1,0,0,0.586333334445953,2,3,15,2
"1512",1,0,1,0.552333295345306,2,4,48,4
"1513",1,0,1,0.569666624069214,4,4,10,3
"1514",0,0,1,0.483666658401489,4,2,49,1
"1515",1,0,1,0.562000036239624,3,3,5,4
"1516",1,0,0,0.646333336830139,4,2,3,4
"1517",0,0,0,0.524999976158142,4,2,34,3
"1518",1,0,0,0.521000027656555,4,3,50,2
"1519",1,0,1,0.561333358287811,2,4,44,3
"1520",1,0,1,0.533666670322418,2,1,14,2
"1521",1,0,1,0.540333330631256,4,4,25,3
"1522",1,0,1,0.562000036239624,3,4,5,4
"1523",1,0,0,0.566999971866608,3,3,47,3
"1524",0,0,1,0.521333336830139,2,2,39,1
"1525",0,0,1,0.521333336830139,2,4,39,1
"1526",1,0,1,0.524999976158142,3,4,34,3
"1527",0,0,1,0.561333358287811,4,4,44,3
"1528",1,0,1,0.561333358287811,2,3,44,3
"1529",1,0,0,0.544666647911072,2,1,20,1
"1530",0,0,1,0.571333348751068,1,3,32,4
"1531",0,1,1,0.561333358287811,2,1,44,3
"1532",0,0,0,0.552333295345306,4,3,48,4
"1533",0,0,1,0.566999971866608,2,1,47,3
"1534",1,0,1,0.566999971866608,1,1,47,3
"1535",1,0,1,0.451333343982697,1,2,11,3
"1536",1,0,1,0.561333358287811,2,2,44,3
"1537",1,0,1,0.488333344459534,3,4,4,3
"1538",0,0,0,0.544666647911072,4,3,20,1
"1539",0,0,1,0.510999977588654,2,2,33,1
"1540",0,0,1,0.521333336830139,2,2,39,1
"1541",0,0,0,0.521333336830139,2,4,39,1
"1542",0,0,1,0.563333332538605,1,2,31,1
"1543",0,0,0,0.544666647911072,3,2,20,1
"1544",1,0,0,0.510999977588654,4,4,33,1
"1545",1,0,1,0.563333332538605,1,3,31,1
"1546",0,0,1,0.510999977588654,2,3,33,1
"1547",0,0,1,0.510999977588654,1,2,33,1
"1548",0,0,1,0.521333336830139,3,2,39,1
"1549",0,0,1,0.510999977588654,3,1,33,1
"1550",0,0,0,0.521333336830139,1,2,39,1
"1551",0,1,0,0.510999977588654,2,4,33,1
"1552",0,0,0,0.521333336830139,3,2,39,1
"1553",0,0,1,0.563333332538605,2,4,31,1
"1554",0,0,1,0.521333336830139,2,3,39,1
"1555",0,0,0,0.563333332538605,4,2,31,1
"1556",0,0,1,0.477999985218048,4,1,22,1
"1557",0,1,0,0.564000010490417,1,1,7,1
"1558",0,0,1,0.510999977588654,2,2,33,1
"1559",1,0,1,0.569666624069214,4,3,10,3
"1560",1,0,1,0.510999977588654,2,2,33,1
"1561",0,1,0,0.510999977588654,3,1,33,1
"1562",0,0,1,0.521333336830139,2,2,39,1
"1563",0,0,1,0.510999977588654,3,2,33,1
"1564",0,0,1,0.521333336830139,2,3,39,1
"1565",1,0,0,0.560999989509583,3,1,46,1
"1566",0,1,0,0.510999977588654,1,2,33,1
"1567",0,0,0,0.510999977588654,4,4,33,1
"1568",1,0,1,0.614666640758514,4,4,17,2
"1569",1,0,1,0.510999977588654,3,2,33,1
"1570",1,0,1,0.521333336830139,4,4,39,1
"1571",1,0,0,0.524333357810974,2,2,18,3
"1572",1,0,1,0.563333332538605,1,2,31,1
"1573",1,0,0,0.563333332538605,1,3,31,1
"1574",1,0,1,0.564000010490417,3,3,7,1
"1575",0,0,0,0.521333336830139,4,1,39,1
"1576",0,0,0,0.521333336830139,4,1,39,1
"1577",0,0,1,0.510999977588654,2,4,33,1
"1578",0,1,1,0.510999977588654,4,3,33,1
"1579",1,0,0,0.569666624069214,2,3,10,3
"1580",1,0,1,0.549333333969116,4,2,36,2
"1581",0,0,1,0.563333332538605,4,1,31,1
"1582",1,0,0,0.521333336830139,4,3,39,1
"1583",1,0,1,0.471333354711533,2,4,24,2
"1584",0,0,1,0.564000010490417,2,4,7,1
"1585",0,0,1,0.471333354711533,1,2,24,2
"1586",1,0,1,0.521333336830139,3,4,39,1
"1587",1,0,0,0.566999971866608,2,3,47,3
"1588",1,0,1,0.533666670322418,2,4,14,2
"1589",1,0,0,0.554666697978973,2,3,23,2
"1590",1,0,1,0.598666667938232,2,2,42,2
"1591",0,0,0,0.471333354711533,4,3,24,2
"1592",0,0,0,0.554666697978973,2,4,23,2
"1593",0,0,0,0.521000027656555,4,2,50,2
"1594",1,0,1,0.521333336830139,1,2,39,1
"1595",0,0,1,0.549333333969116,2,4,36,2
"1596",1,0,1,0.554666697978973,3,2,23,2
"1597",1,0,1,0.521333336830139,1,3,39,1
"1598",1,0,1,0.564000010490417,2,2,7,1
"1599",1,0,1,0.524999976158142,3,3,34,3
"1600",1,0,0,0.510999977588654,2,4,33,1
"1601",1,0,1,0.554666697978973,2,2,23,2
"1602",1,0,1,0.554666697978973,2,2,23,2
"1603",0,0,1,0.471333354711533,2,4,24,2
"1604",1,0,1,0.569666624069214,1,3,10,3
"1605",1,0,0,0.533666670322418,2,4,14,2
"1606",0,0,1,0.561333358287811,2,2,44,3
"1607",0,0,1,0.549333333969116,4,1,36,2
"1608",0,0,0,0.563333332538605,1,2,31,1
"1609",0,1,1,0.533666670322418,1,3,14,2
"1610",1,0,1,0.533666670322418,1,4,14,2
"1611",1,0,0,0.524999976158142,1,2,34,3
"1612",1,0,1,0.524999976158142,1,2,34,3
"1613",1,0,1,0.549333333969116,3,2,36,2
"1614",0,0,0,0.521000027656555,3,3,50,2
"1615",1,0,0,0.521333336830139,2,2,39,1
"1616",1,0,1,0.471333354711533,2,4,24,2
"1617",1,0,1,0.554666697978973,1,2,23,2
"1618",0,0,1,0.529333353042603,4,2,26,2
"1619",1,0,0,0.521000027656555,2,3,50,2
"1620",1,0,1,0.451333343982697,2,1,11,3
"1621",1,0,1,0.614666640758514,2,3,17,2
"1622",1,0,1,0.529333353042603,2,2,26,2
"1623",1,0,0,0.549333333969116,2,2,36,2
"1624",1,0,1,0.554666697978973,1,2,23,2
"1625",0,0,0,0.533666670322418,3,4,14,2
"1626",1,0,1,0.586333334445953,3,1,15,2
"1627",1,0,1,0.569666624069214,1,3,10,3
"1628",0,0,1,0.564000010490417,2,3,7,1
"1629",0,0,0,0.554666697978973,2,3,23,2
"1630",0,1,1,0.521000027656555,1,2,50,2
"1631",0,0,1,0.549333333969116,4,2,36,2
"1632",1,0,1,0.451333343982697,1,3,11,3
"1633",0,0,0,0.521000027656555,4,2,50,2
"1634",0,0,1,0.569666624069214,1,2,10,3
"1635",0,1,1,0.517333328723907,3,2,1,3
"1636",0,0,0,0.533666670322418,2,4,14,2
"1637",0,0,0,0.517333328723907,2,3,1,3
"1638",1,0,0,0.569666624069214,4,3,10,3
"1639",1,1,0,0.608666658401489,2,2,37,3
"1640",1,0,1,0.561333358287811,4,2,44,3
"1641",1,0,1,0.522666692733765,4,3,16,2
"1642",0,1,0,0.529333353042603,2,3,26,2
"1643",0,1,1,0.528333365917206,2,2,8,1
"1644",0,1,1,0.493999987840652,1,2,21,1
"1645",0,0,0,0.554666697978973,1,4,23,2
"1646",1,0,1,0.533666670322418,3,2,14,2
"1647",1,0,0,0.549333333969116,1,2,36,2
"1648",1,0,1,0.524999976158142,1,2,34,3
